StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q2,Q3,Q5_1,Q5_2,Q6,Q7,Q8_1,Q8_2,Q9,Q10,Q11_1,Q12,Q13,Q14_1,Q15,Q16,Q17,Q18_1,Q18_2,Q19,Q20,Q21_1,Q21_2,Q22,Q23,Q24_1,Q25,Q26,Q27_1,Q27_2,Q28,Q29,Q31,Q32,Q33,Q34
2019-01-23 06:05:35,2019-01-23 06:09:16,IP Address,202.45.119.143,100,221,True,2019-01-23 06:09:17,R_1rrnquKybxvg5XE,,,,,-37.813995361328125,144.963287353515625,anonymous,EN,Participant,System Team,"Completely
Satisfied","Completely
Satisfied",,,"Completely
Satisfied","Completely
Satisfied",,"Show us the Data Wise dance 
:)",,,,"Completely
Satisfied","Empowered to own the agenda.
Time to work on implementation in local context.",,High School Case,,,,,"Completely
Satisfied","Completely
Satisfied",Would love a 'system' version of this session,"Oops. I meant for this session: show us the Data Wise dance :)
",,,,"Completely
Satisfied","Completely
Satisfied",,,Somewhat Agree,Strongly Agree,,
2019-01-23 05:58:04,2019-01-23 06:09:26,IP Address,60.241.29.66,100,682,True,2019-01-23 06:09:27,R_3L53GdLM79b0i8L,,,,,-37.8000030517578125,145.283294677734375,anonymous,EN,Participant,System Team,"Completely
Satisfied","Completely
Satisfied",modelling of practices,,"Completely
Satisfied","Completely
Satisfied",example of priority question for participants to read and select which more appropriate and why...,,,,,"Completely
Satisfied","always valuable to review norms 
refining group's coherence story helped with the forces for and against",,Elementary Case,"Completely
Satisfied","Completely
Satisfied",identifying learner-centred problem was hard...the example shown afterwards was useful as were the reminders that there may be a number of LCPs,we grappled with 'the' LCP...reinforcing that there are a number of possible LCPs will continue to be important,,,,,,,,"Completely
Satisfied","Completely
Satisfied","faculty leaders adapted and responded to groups' need more time...this was greatly appreciated.
input from faculty team (notes in slides and feedback/prompts/questions in conversations) has been valuable
modelling of meeting wise and data wise processes is valued",,Strongly Agree,Strongly Agree,,build data wise practices into ways of working
2019-01-23 05:51:07,2019-01-23 06:10:03,IP Address,60.241.29.66,100,1136,True,2019-01-23 06:10:04,R_2QtacDCFa7CzhaP,,,,,-37.8000030517578125,145.283294677734375,anonymous,EN,Participant,School Team,"Completely
Satisfied","Completely
Satisfied","Inclusion of theory: Tuckman's stages of team development
Dyadic listening protocol

Both were vital to include at this stage of the week, to ensure equity of voices being heard and conscious awareness of where teams are located in their evolution.","Nothing specific about this session. However, a number of people commented on how much they enjoyed the presentation style of David Reese Jnr and thought he was a great choice to facilitate this session. ","Completely
Satisfied","Completely
Satisfied","Allowed us to grapple with examples of visual displays and make sense of the data presented to us.
Useful variations to protocols and suggestion to use neutral case studies to build assessment literacy prior to moving into analysis of school data.
Tree root metaphor to generate priority questions.
Activity of brainstorming possible priority questions.
Really useful feedback from the facilitators","Would like to hear more of Jorge's tips on analysing data/statistical analysis. ","Completely
Satisfied","There was clarification and clear rationale for our chosen focus area (improving student writing through a focus on sentence structure)
Robust discussion
All voices heard
","Not exactly a change, but a comment on a change that was noticed...the comments from our TF (on the larger team reflections and wonderings) were considered and useful, so it's good to provide sufficient time for input from these TFs",,,,High School Case,,,,,"Completely
Satisfied","Completely
Satisfied","Interesting comments from every group member
The inclusion of student surveys was fantastic 'extra data'",Would have liked a little more time to read and discuss the sample work AND the student surveys,"Completely
Satisfied",achieved our objectives and achieved greater clarity around next steps,Nothing...it was fabulous!,,,,,Somewhat Agree,Strongly Agree,"Do more with less (this applies to every educator). Find out the challenges. Be present, curious, committed, confident, authentic, effective listeners and empower teachers to solve problems/challenges. ",
2019-01-23 06:01:19,2019-01-23 06:10:12,IP Address,60.241.29.66,100,532,True,2019-01-23 06:10:12,R_Xj4DriGzFYKdhi9,,,,,-37.8000030517578125,145.283294677734375,anonymous,EN,Participant,System Team,"Completely
Satisfied","Completely
Satisfied","engaging
liked the model
collaborative learning",Nil,"Completely
Satisfied","Completely
Satisfied",liked how the process was using real data and modelled how this could look in a school setting,Nil,,,,"Completely
Satisfied",time to think about the forces in light of our work,nil,High School Case,,,,,"Completely
Satisfied","Completely
Satisfied",processes and protocols modelled,nil,,,,"Completely
Satisfied","Completely
Satisfied",time was given for our own work- much appreciated,nil,Somewhat Agree,Somewhat Agree,,"model rolling template, use of norms, learning preferences"
2019-01-23 05:54:30,2019-01-23 06:12:17,IP Address,60.241.29.66,100,1066,True,2019-01-23 06:12:17,R_1pG0ZiGrWWSYtzt,,,,,-37.8000030517578125,145.283294677734375,anonymous,EN,Participant,School Team,"Completely
Satisfied","Completely
Satisfied",I liked seeing the Dyadic listening around norms.  The modelling is invaluable.,,"Completely
Satisfied","Completely
Satisfied","This session was much better in terms of movement and the Hot Dots gives a way to make a decision quickly.  ",,"Completely
Satisfied",,,,,,Elementary Case,"Completely
Satisfied","Completely
Satisfied",Being at round tables and hearing from all Blue team members was really valuable.  It was great to see everyone following the norms and people pulled themselves up easy.,,,,,,"Completely
Satisfied","We are soo on track now and the more we work with google docs, rolling agendas and so forth the better we become.",,,,,,Somewhat Agree,Somewhat Agree,"System Leaders need to allow and trust that schools have the best intentions  for the learning of their students.  If we are a Data Wise school then that should suffice in school plans.  The work we do in data wise ticks every box for school improvement, let us show you just how good this can be. ",
2019-01-23 05:54:57,2019-01-23 06:24:01,IP Address,202.45.119.143,100,1743,True,2019-01-23 06:24:01,R_1q3CGzJARfjU8io,,,,,-37.813995361328125,144.963287353515625,anonymous,EN,Participant,School Team,"Completely
Satisfied","Completely
Satisfied","The opportunity to watch and then practice the dyadic listening was new for me. 
",,"Completely
Satisfied","Completely
Satisfied",,,"Completely
Satisfied",,,,,,Elementary Case,"Completely
Satisfied","Completely
Satisfied","It was great to be around a table with my blue group altogether.
We have some rich conversations about the student work.",,,,,,"Completely
Satisfied",We were able to get our school work done and doing the force field analysis helped us to clarify our starting priorities for this process.,,,,,,Strongly Agree,Strongly Agree,"System leaders need to move back into enabling us to do this work to the depth and with the rigour we require by supporting and trusting. We need less top down, jump through the hoop administrative requirements removed. They take up a lot of out time and distract us from our core business of teaching and learning. I understand the need for a whole of system Framework, but often times forums and Principal briefings are not time well spent on the work we need. It's not a one size fits all. I would also like to see executive push back on the government about implementing more and more without taking away. ",
2019-01-23 06:18:39,2019-01-23 06:28:34,IP Address,49.184.212.18,100,595,True,2019-01-23 06:28:35,R_Xu1wt9zLBACF5ZL,,,,,-37.810302734375,144.95440673828125,anonymous,EN,Participant,School Team,"Completely
Satisfied","Completely
Satisfied","Was good to compare what Tuckman's stage we were at with green team vs blue team. ",Nil,"Completely
Satisfied","Completely
Satisfied","Being able to experience coming up with a question to investigate enabled us to understand the challenges. ",Nil,"Completely
Satisfied",We were able to have more input in the agenda and get traction after feeling yesterday rushed and going around jn a circle.,Nil,,,,High School Case,,,,,"Completely
Satisfied","Completely
Satisfied",Check lists to help us reflect on our question,"Some slides had a lot of text (when given multiple steps to work though) perhaps better displayed as a table. ","Completely
Satisfied","Being able to get more work done. Great support from support staff. ",Nil,,,,,Somewhat Agree,Somewhat Agree,An opportunity to celebrate non system data. Great things that staff do to build conectedness between students and parents to the school cannot be measured by these tests,
2019-01-23 06:31:05,2019-01-23 06:36:51,IP Address,120.21.106.14,100,346,True,2019-01-23 06:36:52,R_Q064BXzQHe9riCJ,,,,,-37.810302734375,144.95440673828125,anonymous,EN,Participant,School Team,"Completely
Satisfied","Completely
Satisfied",Loved Tuckermans model of group dynamic and the nature in which David built it. He has a deliberate way of creating culture and vibe in a room.,No need for early break,"Completely
Satisfied","Completely
Satisfied",Loved the way Jorge took as through creating a question without judgement or pressure. I will be doing with our staff.,,"Completely
Satisfied",,,,,,Elementary Case,"Completely
Satisfied","Completely
Satisfied",Working with our case group was a nice change from being with school teams. It creates a nice comparison to the group dynamics.,,,,,,"Completely
Satisfied",Getting through our slide show and the question around enablers and restrictions.,Is the rolling agenda too prescriptive for us as we begin to develop agency within our Data Wise journey? I would love to begin to create parts of the agenda at day 3.,,,,,Somewhat Agree,Somewhat Agree,,
2019-01-23 09:45:33,2019-01-23 09:52:32,IP Address,124.149.155.212,100,418,True,2019-01-23 09:52:32,R_RVnSRIq2hOJzyO5,,,,,-37.810302734375,144.95440673828125,anonymous,EN,Participant,School Team,"Completely
Satisfied","Completely
Satisfied",David's enthusiasm and connectedness to his audience were superb.  The Dyadic Listening was a top shelf way to get us listening and engaged.,,"Completely
Satisfied","Completely
Satisfied",Really hands on and a great practical example to work on this skill.,I'm not sold on the early break - I'd actually prefer more time on task in the morning.,"Completely
Satisfied",The norms and the Data Wise approach are starting to settle into our team - it's really invigorating.  Revisiting our norms again was a great way to focus us (I think we all bought in today).,,,,,Elementary Case,"Completely
Satisfied","Completely
Satisfied",Working through this process was great.,,,,,,"Completely
Satisfied",,,,,,,Strongly Agree,Strongly Agree,,
2019-01-23 10:29:08,2019-01-23 10:41:58,IP Address,144.132.48.6,100,769,True,2019-01-23 10:41:58,R_1hLqXZ9XEXBjlf2,,,,,-37.806396484375,145.030914306640625,anonymous,EN,Participant,School Team,"Completely
Satisfied","Completely
Satisfied","Modelling the honouring of the Pluses and Deltas
The 90 second listening 
The stages of Team Development to build understanding for collaboration and conversation",Nothing,"Completely
Satisfied","Completely
Satisfied",Listening to all and therefore putting into action all voices are heard and then framing statements into questions that became deeper and clearer.,Nothing,"Completely
Satisfied",Digging deeper into the norms and focusing on one with strategies. eg Grounded in Evidence. Built sentence frames to use.,NOthing,,,,Elementary Case,"Completely
Satisfied","Completely
Satisfied",,,,,,,"Completely
Satisfied",Consideration of all skateholders and developing an approach.,,,,,,Strongly Agree,Strongly Agree,System Leaders to get into the schools so they understand the data and its context.,
2019-01-23 09:25:15,2019-01-23 12:42:29,IP Address,203.164.8.43,100,11834,True,2019-01-23 12:42:29,R_3qwIGUcsHZFNOuE,,,,,-37.806396484375,145.030914306640625,anonymous,EN,Participant,School Team,"Completely
Satisfied","Completely
Satisfied",Dyadic Listening -great activity,,"Completely
Satisfied","Completely
Satisfied","Appreciated having the handout to follow the data overview process.
Really liked the 'hot dots' idea
Liked going through the whole process to make a priority question, not just straight into it.",,"Completely
Satisfied","Brought back a focus to our norms
Rolling agenda and timing very useful
Gave us a chance to work through basic details of implementation",,,,,Elementary Case,"Completely
Satisfied","Completely
Satisfied","Great to be able to analyse real data
Easy-to-understand way of showing the difference between the priority question and the LCP
Giving us the chance to write our own and narrow down more suitable LCPs
",More time given for notices/wonderings and patterns of data,,,,,"Completely
Satisfied","Adhered to norms
TF assisted with clarifying our queries around data presentation
Allocated time to discuss actions",,,,,,Strongly Agree,Strongly Agree,Put data as a high priority at our school and embrace the DW process we are undertaking,
2019-01-24 05:51:15,2019-01-24 05:56:13,IP Address,1.136.105.224,100,298,True,2019-01-24 05:56:14,R_ub9iGyTY3PMm3f3,,,,,-37.7803955078125,145.030914306640625,anonymous,EN,Participant,School Team,"Completely
Satisfied","Completely
Satisfied",super engagement of the participants,no deltas from me,"Completely
Satisfied","Completely
Satisfied",straight at the target thanks for that,nil,"Completely
Satisfied",we are liking working through the protocols,nil - today has been great:),,,,Elementary Case,"Completely
Satisfied","Completely
Satisfied",Pei Pei and Donna were very astute regarding the needs of the group.,,,,,,"Completely
Satisfied",it was hard work - and we needed to take the time. It was also great to have the frank conversations.,,,,,,Strongly Agree,Strongly Agree,I really think system leaders need a greater understanding of equity and how equitable teaching can address this!,
2019-01-22 05:55:11,2019-01-22 06:03:53,IP Address,202.45.119.143,55,521,False,2019-01-29 06:03:57,R_2chJptBinP9hM5U,,,,,,,anonymous,EN,Participant,School Team,"Completely
Satisfied","Completely
Satisfied","Defining difference between of Technical and adaptive challenges
Melbourne case study was practical and gave context for understanding and processing
",NA,,,Information and knowledge learning,"Challenging and hurt my brain....struggled in the learning Pit with the thinking ","Completely
Satisfied",,,,,,Elementary Case,,,,,,,,,,,,,,,,,,,
2019-01-22 06:02:53,2019-01-22 06:05:47,IP Address,60.241.29.66,55,173,False,2019-01-29 06:06:10,R_1He1hr6yiOnwWSA,,,,,,,anonymous,EN,Participant,School Team,"Completely
Satisfied","Completely
Satisfied",,,"Completely
Satisfied","Completely
Satisfied",,,"Completely
Satisfied",,,,,,Elementary Case,,,,,,,,,,,,,,,,,,,
2019-01-22 05:52:35,2019-01-23 05:58:07,IP Address,60.241.29.66,73,86732,False,2019-01-30 05:58:09,R_2AYeiWorQx4GRr9,,,,,,,anonymous,EN,Participant,School Team,Neutral,Neutral,Sorry missed the memo about starting at 8am so didn't arrive until this session finished.,,"Completely
Satisfied","Completely
Satisfied",Being able to discuss and move around not just listen.,,"Completely
Satisfied","Starting with a quick reflection of the data literacy session, time to talk with the team ad our understanding, ",,,,,Elementary Case,"Completely
Satisfied","Completely
Satisfied",,,,,,,,,,,,,,,,,
