StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q2,Q3,Q5_1,Q5_2,Q6,Q7,Q8,Q9_1,Q9_2,Q10,Q11,Q12_1,Q12_2,Q13,Q14,Q15_1,Q15_2,Q16,Q17,Q18_1,Q18_2,Q19,Q20,Q21_1,Q21_3,Q22,Q23,Q24_1,Q24_3,Q25,Q26,Q27,Q28,Q29,Q30_1,Q30_2,Q30_3,Q30_4,Q30_5,Q30_6,Q31_1,Q31_2,Q31_3,Q31_4,Q31_5,Q31_6,Q32,Q33
6/19/18 16:50,6/19/18 17:04,IP Address,67.134.206.44,100,872,TRUE,6/19/18 17:04,R_qUubAxjlMQHlsc1,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,School Team,"Moderately
Satisfied","Moderately
Satisfied",I loved the discussion around categorizing biggest challenges. This was the most beneficial portion of this time together.,I would have liked to get our school teams together to further discuss the mindset changes that could take place and categorize them adaptive and technical changes. I think more training in this idea could also help our faculty as a whole realize the changes that need to take place in our setting.,I did not find the video to be helpful,"Moderately
Satisfied","Moderately
Satisfied",,"This session confused me greatly. I found there to be a lot of ambiguity in the explanations which made me more confused about what I had seen in the video. Also the video is posted in Tuesday's homework, so it was difficult to find.","Completely
Satisfied","Completely
Satisfied","We had some group guidance from Deidra which really helped us to understand the process better. We had been stuck before she came into the room, but her guidance relieved our tensions tremendously.",I would like to have more guidance like that which we received from Deidra. It seemed like it was the blind leading the blind before she arrived.,,,,,"Completely
Satisfied","Completely
Satisfied",This session really helped me understand what to notice and wonder when first analyzing data. Creating the graph and doing the carousel brought more understanding and clarity.,,"Completely
Satisfied","Completely
Satisfied",We worked really well together today.,I want to stay in the session longer and dive deeper. We had some really good discoveries that I would like continue to discuss while it's hot.,,,,,No,,,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Somewhat,Somewhat,Very Well,Very Well,Very Well,Somewhat,Neutral,Somewhat agree
6/19/18 17:00,6/19/18 17:04,IP Address,67.134.206.33,100,247,TRUE,6/19/18 17:04,R_vekbrR1qquUGzVn,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,School Team,"Completely
Satisfied","Completely
Satisfied","Good discussion about adaptive and technical challenges. 
The assessment shines slide helped to realize the importance of multiple data sources.",,I found the video to be very helpful,"Completely
Satisfied","Completely
Satisfied",,,"Completely
Satisfied","Completely
Satisfied",,,,,,,"Completely
Satisfied","Completely
Satisfied",,,"Completely
Satisfied","Completely
Satisfied",,,,,,,Not Sure,,ideas - pitfalls to avoid,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Strongly agree,Strongly agree
6/19/18 16:58,6/19/18 17:05,IP Address,67.134.206.36,100,429,TRUE,6/19/18 17:05,R_2VKJobQGcSZx9pq,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,System Team,"Completely
Satisfied","Completely
Satisfied",,,I found the video to be somewhat helpful,"Completely
Satisfied","Moderately
Satisfied",,,,,,,"Completely
Satisfied","Completely
Satisfied",Many aspects of their story resonated with us. It was very helpful to learn from their successes and challenges.,,"Completely
Satisfied","Completely
Satisfied",working with my table group members was helpful.,It was a challenge to do this work right after lunch. Jet lag was kicking in.,,,,,"Completely
Satisfied","Completely
Satisfied",Our team did well considering the time of day.,It was a pretty tight agenda. We could have used more time (approximately 30 minutes).,No,,,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Somewhat agree,Somewhat agree
6/19/18 16:57,6/19/18 17:05,IP Address,67.134.206.36,100,497,TRUE,6/19/18 17:05,R_11bxH1cOIwWHMWL,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,School Team,"Moderately
Satisfied","Moderately
Satisfied",Making the distinction adaptive and technical challenges was very helpful,N/A,I found the video to be very helpful,"Completely
Satisfied","Completely
Satisfied",The opportunity to work with others and have dialogue.,N/A,"Completely
Satisfied","Completely
Satisfied",Very well organized in helping build this skill and to use with our staff.,More time to collaborate,,,,,"Moderately
Satisfied","Moderately
Satisfied",Time with team,N/A,"Completely
Satisfied","Completely
Satisfied","Time well spent with team. Again today, we engaged in a rich discussion about our next steps. More intentional and deliberate today.",More time to engage and reflect.,,,,,No,,,Somewhat,Very Well,Very Well,Very Well,Very Well,Somewhat,Somewhat,Very Well,Very Well,Very Well,Very Well,Very Well,Strongly agree,Strongly agree
6/19/18 16:55,6/19/18 17:05,IP Address,67.134.206.33,100,598,TRUE,6/19/18 17:05,R_08N4YGzPj3AL3fb,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,System Team,"Completely
Satisfied","Completely
Satisfied",Great structures for review. It didn't feel redundant.,Nothing at this time.,I found the video to be very helpful,"Completely
Satisfied","Completely
Satisfied",Excellent activity that made the concepts come to life through application,"It's not necessarily something to change, but I'm wondering how to help our teachers get to a level of assessment literacy to even do this activity themselves.",,,,,"Completely
Satisfied","Completely
Satisfied",The facilitators were candid and honest and provided great insights.,Nothing at this time.,"Completely
Satisfied","Completely
Satisfied",The hands-on opportunity was great!,I'd have liked more time to gallery walk and share out the other posters and ideas from Practitioners.,,,,,"Completely
Satisfied","Moderately
Satisfied",The agenda was set for us and helped us to stay focused.,We needed more time for the items on the agenda. Perhaps some pre-work (or homework from night before) to compose the coherence story. We felt rushed during the meeting and didn't have time to discuss much.,No,,,Very Well,Very Well,Very Well,Very Well,Somewhat,Very Well,Very Well,Somewhat,Somewhat,Very Well,Very Well,Somewhat,Strongly agree,Strongly agree
6/19/18 16:51,6/19/18 17:05,IP Address,67.134.206.46,100,842,TRUE,6/19/18 17:06,R_2X0t2BWi6GVDpXe,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,School Team,"Completely
Satisfied","Completely
Satisfied",It was interactive and allowed use to poractice what we learned.,n/a,I found the video to be very helpful,"Completely
Satisfied","Completely
Satisfied",Team Work along with shared information from our table partners. I learned so much! I was fearful at the beginning of the activity but was fear easily dissolved and I could easily contribute to our teamwork.,Nothing,"Completely
Satisfied",,"We were able to honestly share what was working and what was not and come up with workable solutions. Our TF assisted our team in a great way. She brought insight, knowledge, information to improve our practices as a DATA WISE Team. As a team, when it was obvious that a team member felt burden, we were able to ""bring them up: by providng positive feedback which eliminated the negative.",n/a,,,,,"Completely
Satisfied","Completely
Satisfied","I learned how to create a story,m find a a focus and interprete data.",,"Completely
Satisfied","Completely
Satisfied","Provided insight to next steps as a Data Wise Team, realized that we need to reboost and ask ourselves the question of ""I Wonder"" and ""I Noticed.""",,,,,,Yes,How to design charts in Excel,,Very Well,Very Well,Very Well,Very Well,Somewhat,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Strongly agree,Somewhat agree
6/19/18 16:58,6/19/18 17:06,IP Address,67.134.206.46,100,464,TRUE,6/19/18 17:06,R_a8BrIz3Hbt3jGHn,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,School Team,"Completely
Satisfied","Completely
Satisfied",I liked that we reflected back on the plus/delta from yesterday,"Nothing, I thought this session was very informative",I did not watch the video,"Completely
Satisfied","Completely
Satisfied",I really enjoyed this session,nothing,"Completely
Satisfied","Completely
Satisfied",Being able to collaborate with my team,more time to collaborate,,,,,"Moderately
Satisfied","Moderately
Satisfied",The importance of graphics,It was hard to sit for 90 minutes right after lunch. Felt the session could have been shorter,"Completely
Satisfied","Completely
Satisfied",Having time to work with the team was valuable,Much more time. It felt rushed to complete a graphic that seemed very important to the implementation of our plan,,,,,No,,,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Somewhat,Strongly agree,Strongly agree
6/19/18 16:52,6/19/18 17:06,IP Address,67.134.206.42,100,834,TRUE,6/19/18 17:06,R_2YkNjHEibyCWfq6,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,School Team,"Completely
Satisfied","Completely
Satisfied",Ability to truly understand the difference between the Skill-set shift and the Mindset Shift. Also diving deeper into the data reliability.,Spend a little more time to clarify the documents,I found the video to be very helpful,"Completely
Satisfied","Completely
Satisfied",Unpacking the scenarios with table partners and having deep discussion and what we notice and being able to compare it with my school environment,Spend a little more time on the reflections,"Completely
Satisfied","Completely
Satisfied",Ability to learn the material with other school staff then regrouping with my team strengthen our level of discussion and work,Nothing,,,,,"Completely
Satisfied","Completely
Satisfied",Ability to see the does and don't and along with seeing the all data have more than one story,Nothing,"Completely
Satisfied","Completely
Satisfied",Ability to tap into our individual strength and making it work to create excellent chart and data story to use at the start of the school year 2018-2019,Allotted more time,,,,,Not Sure,,Strategies that I can use through the school year to improve our academic score.,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Strongly agree,Strongly agree
6/19/18 16:55,6/19/18 17:06,IP Address,67.134.206.45,100,689,TRUE,6/19/18 17:06,R_3oED6vN3NOpu7Gl,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,School Team,"Completely
Satisfied","Completely
Satisfied",Revisiting and reviewing was helpful.,,I did not watch the video,"Completely
Satisfied","Completely
Satisfied",This information is a very important part of the process and the session was also. Great session,,"Completely
Satisfied","Completely
Satisfied",Very helpful to collaborate with my team in this session.,,,,,,"Completely
Satisfied","Completely
Satisfied",Group activity,,"Completely
Satisfied","Completely
Satisfied",I found it helpful working with my team trying to decide what data to use and why.,,,,,,Yes,More information to put into my toolbox,,Very Well,Very Well,Very Well,Somewhat,Somewhat,Very Well,Very Well,Very Well,Very Well,Somewhat,Somewhat,Very Well,Strongly agree,Strongly agree
6/19/18 16:53,6/19/18 17:07,IP Address,67.134.206.40,100,800,TRUE,6/19/18 17:07,R_2EgHaUehenK3mqX,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,School Team,"Completely
Satisfied","Completely
Satisfied","Good conversations with my new table and a better use of the protocol I notice...., I wonder...",The room was hot first thing in the AM!,I found the video to be somewhat helpful,"Moderately
Satisfied","Moderately
Satisfied",Conversations around the data provided.,Assessment Literacy was still a little unclear. Some of my poeple at my table had questions after the session was over.,"Completely
Satisfied","Completely
Satisfied",We narrowed down our focus area to literacy with a focus on organzational skills and collaboration.,NA,,,,,"Completely
Satisfied","Completely
Satisfied",Looking closely at the data to make use we are looking at it all.,Too short of time with making the chart.,"Completely
Satisfied","Completely
Satisfied",We got a our chart done!!!,It took us a long time to get our chaaet done.,,,,,Not Sure,,NA,Somewhat,Very Well,Somewhat,Somewhat,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Somewhat,Neutral,Strongly agree
6/19/18 16:58,6/19/18 17:07,IP Address,67.134.206.38,100,493,TRUE,6/19/18 17:07,R_2xPJp7VUXKUSBJX,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,School Team,"Completely
Satisfied","Completely
Satisfied","Good activities, learned a lot today.",Need more time to finish our project.,I found the video to be very helpful,"Completely
Satisfied","Completely
Satisfied",,,"Completely
Satisfied","Completely
Satisfied",,,,,,,"Completely
Satisfied","Completely
Satisfied",A good hands-on activity.,,"Completely
Satisfied","Completely
Satisfied",The school team worked better today. Each person who had a role did it well and kept the meeting going forward.,,,,,,Not Sure,,More experience with looking carefully at data. Getting faster at summarizing data and making graphs.,Very Well,Very Well,Very Well,Somewhat,Very Well,Very Well,Very Well,Very Well,Very Well,Somewhat,Very Well,Very Well,Strongly agree,Strongly agree
6/19/18 16:58,6/19/18 17:07,IP Address,67.134.206.35,100,514,TRUE,6/19/18 17:07,R_z74dQIWSYYy9h7j,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,System Team,"Completely
Satisfied","Completely
Satisfied",I understand the concept of equity much better,,I found the video to be very helpful,"Completely
Satisfied","Moderately
Satisfied",highlighted importance of assessment literacy,,,,,,"Completely
Satisfied","Completely
Satisfied",helpful to have the Prince George deputy speak to the process and give input on personal challenges,,"Moderately
Satisfied","Moderately
Satisfied",,found the information to be standard,,,,,"Moderately
Satisfied","Moderately
Satisfied",good discussion time,,No,,,Somewhat,Very Well,Somewhat,Very Well,Somewhat,Very Well,Somewhat,Very Well,Very Well,Very Well,Very Well,Very Well,Strongly agree,Strongly agree
6/19/18 16:54,6/19/18 17:07,IP Address,67.134.206.38,100,799,TRUE,6/19/18 17:07,R_XmM52yw66jnJoAx,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,System Team,"Completely
Satisfied","Completely
Satisfied",The graphic depicting the difference be tween adaptive and technical challenges help to clarify the concept.,It may be helpful to provide a few more examples of adaptive vs. technical challenges.,I found the video to be somewhat helpful,"Completely
Satisfied","Completely
Satisfied",The group activity/discussion and on-line quiz were engaging.,"Depending on prior knowledge, some Practitioners might have benefited from additional work with these concepts.",,,,,"Completely
Satisfied","Completely
Satisfied",The information shared by the team provided perspective on how the Data Wise process works at the system level.,"The instructions to write and ""aspire"" and ""argue related to the homework was a little unclear for me. Perhaps and example or further explanation would be helpful.","Completely
Satisfied","Completely
Satisfied",Reading the reports and creating a data display as a team was engaging and provided clarity around the process. The checklist is a good resource.,N/A,,,,,"Moderately
Satisfied","Moderately
Satisfied",The structure of the agenda help our focus.,The amount of time for us to reflect and discuss was not adequate.,No,,,Very Well,Very Well,Very Well,Very Well,Somewhat,Very Well,Somewhat,Very Well,Very Well,Very Well,Very Well,Very Well,Somewhat agree,Somewhat agree
6/19/18 17:01,6/19/18 17:07,IP Address,67.134.206.43,100,391,TRUE,6/19/18 17:07,R_plN4atSD8WZNmDf,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,System Team,"Completely
Satisfied","Completely
Satisfied",Revisiting the norms was helpful and reiterated their importance.,Nothing,I found the video to be very helpful,"Completely
Satisfied","Completely
Satisfied","I appreciated the diagram/slide and the phrase ""point of light"" is just one perspective",nothing,,,,,"Completely
Satisfied","Completely
Satisfied",Throughly appreciated it.,nothing,"Completely
Satisfied","Completely
Satisfied",The worksheet and working with table partners was very helpful.,nothing,,,,,"Completely
Satisfied","Completely
Satisfied",Nice to know their story is pretty much like ours. We are not that unusual after all.,nothing,No,,,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Strongly agree,Strongly agree
6/19/18 17:00,6/19/18 17:07,IP Address,67.134.206.38,100,413,TRUE,6/19/18 17:07,R_2taiBHbFKyoDG0w,,,,,42.38000488,-71.13289642,anonymous,EN,Teaching Fellow,School Team,"Completely
Satisfied","Completely
Satisfied",It was great to listen and digest all about assessment literacy again. I learned more today.,,I found the video to be very helpful,"Completely
Satisfied","Completely
Satisfied",I enjoyed the interactive activities.,,"Completely
Satisfied","Completely
Satisfied",,,,,,,"Completely
Satisfied","Completely
Satisfied",I like the drafting of the graphs.,,"Completely
Satisfied","Completely
Satisfied",,,,,,,Not Sure,,,Very Well,Somewhat,Very Well,Very Well,Very Well,Very Well,Somewhat,Somewhat,Very Well,Very Well,Very Well,Somewhat,Strongly agree,Strongly agree
6/19/18 16:48,6/19/18 17:07,IP Address,65.112.10.142,100,1186,TRUE,6/19/18 17:07,R_2103gIY2jtVJaRL,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,School Team,"Completely
Satisfied","Completely
Satisfied",,nothing,I found the video to be very helpful,"Completely
Satisfied","Completely
Satisfied",,,"Completely
Satisfied","Completely
Satisfied",Having discussions around how to roll this out with staff.,nothing,,,,,"Completely
Satisfied","Completely
Satisfied",Loved the visuals and opportunity to work with groups.,nothing.,"Completely
Satisfied","Completely
Satisfied",,,,,,,Not Sure,,,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Strongly agree,Strongly agree
6/19/18 17:00,6/19/18 17:08,IP Address,67.134.206.39,100,467,TRUE,6/19/18 17:08,R_3snYjg9QC4kBE8n,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,School Team,"Completely
Satisfied","Moderately
Satisfied",,I think it would have been helpful to me to have more sound examples of technical vs. adaptive challenges in a school setting.,I found the video to be somewhat helpful,"Completely
Satisfied","Completely
Satisfied",,,"Completely
Satisfied","Completely
Satisfied",Being able to dive into real data related to our school.,"I think if we had ""review your data your will work on tomorrow"" for homework on Monday, we would have been better prepared for our working session. Too much time was spend on reviewing what the data told us.",,,,,"Moderately
Satisfied","Moderately
Satisfied",Visual representation,"Again, more examples of a ""story"" from schools.","Completely
Satisfied","Completely
Satisfied",Diving deeper into our school data,,,,,,Not Sure,,,Very Well,Very Well,Very Well,Somewhat,Somewhat,Very Well,Somewhat,Very Well,Very Well,Somewhat,Very Well,Somewhat,Somewhat agree,Somewhat agree
6/19/18 16:54,6/19/18 17:08,IP Address,67.134.206.46,100,832,TRUE,6/19/18 17:08,R_2pK7TAG81aTEJes,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,School Team,"Completely
Satisfied","Completely
Satisfied",Understanding the differences between adaptive and technical and having a reflection about the practices in our program and categorizing it as adaptive vs. technical.,None,I found the video to be very helpful,"Completely
Satisfied","Completely
Satisfied",All that has been presented.,None,"Completely
Satisfied","Completely
Satisfied",All that was discussed.,None,,,,,"Completely
Satisfied","Completely
Satisfied",All the presentation and the examples as well as the small group activity.,Noine,"Completely
Satisfied","Completely
Satisfied",Be able to agree on the data and story to tell and the data overview.,None,,,,,Not Sure,,Be able to implement the data wise in action.,Somewhat,Somewhat,Somewhat,Somewhat,Very Well,Very Well,Very Well,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat agree,Somewhat agree
6/19/18 16:55,6/19/18 17:09,IP Address,67.134.206.42,100,799,TRUE,6/19/18 17:09,R_25BE85zqDRlCf7C,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,System Team,"Moderately
Satisfied",,I appreciated the reflection on the feedback and the willingness to adjust based on the data. Demonstrated trust for the adult learner in understanding our own needs.,"I would like to have spent more time with the adaptive vs technical challenge idea. I often hear people quote Heifetz concerning the ""biggest mistake"" that leaders make, but the facilitators do not spend time helping to deepen understanding so the same mistakes are not made again.",I found the video to be very helpful,"Completely
Satisfied",,The overview and practice with the data was helpful in increasing my understanding.,The pace of this section was too fast. I needed more time to process.,,,,,"Completely
Satisfied",,"Hearing from the system-level leaders about the process was enlightening and offered my opportunity to make connections to my own system. 

Thank you to PGCPS for its willingness to speak to the ""why"" based on the survey feedback.",More time to process and think about the work of our system.,"Moderately
Satisfied",,"This was very practical time of working on the ""product.""",I would like to have more time to process. It seemed a bit rushed.,,,,,"Moderately
Dissatisfied",,,The system level team needs more time to process the coherence story.,No,,,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Somewhat,Somewhat,Very Well,Very Well,Very Well,Not Very Well,Somewhat agree,Strongly agree
6/19/18 16:54,6/19/18 17:09,IP Address,65.112.10.139,100,865,TRUE,6/19/18 17:09,R_cCpudVQuMU6o7vz,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,School Team,"Completely
Satisfied","Completely
Satisfied","Establishing working knowledge of adaptive and technical challenges was relevant and real world.
",I have no suggestions for changing the session.,I found the video to be very helpful,"Completely
Satisfied","Completely
Satisfied","Building Assessment Literacy presentation worked well; this is great information to share with staff.
Also the summary of what should be in place for each Step of the Data Wise process before moving to the next step was very helpful.",I have no recommendations for changes at this time.,"Completely
Satisfied","Completely
Satisfied",Opportunity to work with team worked well.,"We are a work in progress, but I have no recommendations for this session.",,,,,"Completely
Satisfied","Completely
Satisfied","This was a great opportunity for our team to get hands-on practice in creating a product, a Data overview.",I have recommendations for changes.,"Completely
Satisfied","Completely
Satisfied",Just having the opportunity to focus on implementation of the Data Wise process worked well with my team.,I have no recommendations for this session. I am glad you are offering the Chart-Making Session.,,,,,Yes,I am hoping to get practical hands-on support in creating charts. I have no experience in creating charts in Excel.,,Very Well,Somewhat,Very Well,Very Well,Somewhat,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Strongly agree,Strongly agree
6/19/18 17:01,6/19/18 17:09,IP Address,67.134.206.42,100,455,TRUE,6/19/18 17:09,R_27Kg1lwHeqhBXnB,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,School Team,"Moderately
Satisfied","Moderately
Satisfied",The discussion on adaptive and technical challenges was good.,N/A,I found the video to be very helpful,"Completely
Satisfied","Completely
Satisfied",This helped me apply the terminology learned from the video.,N/A,"Completely
Satisfied","Completely
Satisfied",The application of knowledge to scenarios.,N/A,,,,,"Completely
Satisfied","Completely
Satisfied",Creating a chart with tablemates. Getting feedback from others on your visual.,N/A,"Completely
Satisfied","Completely
Satisfied",We had a great discussion on our data and the validity of the data sources we brought along.,N/A,,,,,Not Sure,,An opportunity to work with visuals for displaying staff.,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Strongly agree,Strongly agree
6/19/18 17:01,6/19/18 17:09,IP Address,67.134.206.38,100,469,TRUE,6/19/18 17:09,R_3fJ15kT2UZCwQMj,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,School Team,"Moderately
Satisfied","Completely
Satisfied",,,I found the video to be somewhat helpful,"Completely
Satisfied","Completely
Satisfied",Absolutely loved the light slide and reference.,,"Completely
Satisfied","Completely
Satisfied",Great to have limits to team time- other activity- then come back.,,,,,,"Completely
Satisfied","Completely
Satisfied",Powerful! Well organized! Great learning through authentic practice with new friends.,,"Completely
Satisfied","Completely
Satisfied",Fantastic opportunity to get and give feedback.,I would have liked the opportunity to revise our display based on the feedback of others.,,,,,No,,,Very Well,Somewhat,Very Well,Somewhat,Very Well,Very Well,Very Well,Somewhat,Very Well,Very Well,Very Well,Very Well,Somewhat agree,Somewhat agree
6/19/18 17:02,6/19/18 17:09,IP Address,67.134.206.45,100,402,TRUE,6/19/18 17:09,R_3CW4EnDoX40madz,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,System Team,"Completely
Satisfied","Moderately
Satisfied",I liked the introduction of adaptive vs technical challenges,I would've wanted to go deeper into that rather than have a longer lunch period.,I did not find the video to be helpful,"Completely
Satisfied","Moderately
Satisfied",I liked the online quizzes. They were challenging,I felt like the explanation of the answers to the questions about validity and reliability and measurement error could have been better,,,,,"Completely
Satisfied","Completely
Satisfied",Thanks to the Deputy Superintendent for her presentation She was inspirational,Maybe give us the 4 As question in advance (the night before) so we can think through them more,"Completely
Satisfied","Completely
Satisfied",,Would have liked to do this in the morning. It was too hard after lunch to hear the presentation about data chart.,,,,,"Completely
Satisfied","Completely
Satisfied",,,Yes,,,Very Well,Very Well,Somewhat,Not Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Strongly agree,Strongly agree
6/19/18 17:00,6/19/18 17:10,IP Address,67.134.206.47,100,593,TRUE,6/19/18 17:10,R_2ZPO4cj0UKmqc15,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,System Team,"Completely
Satisfied","Completely
Satisfied",Seeing the formative assessment process living and breathing at Harvard :-),nothing,I found the video to be very helpful,"Completely
Satisfied","Completely
Satisfied",I loved the activity that helped us connect the AL to an actual real-life scenario that we could easily connect to.,Nothing.,,,,,"Completely
Satisfied","Completely
Satisfied",real life stories are always helpful!,no,"Moderately
Satisfied","Completely
Satisfied",I was so rushed- it was tough for me to bring my best self with the small amount of time.,more time,,,,,"Completely
Satisfied","Moderately
Satisfied",nice to have some time to reflect....,it wasn't enough time.,No,,,Very Well,Somewhat,Somewhat,Very Well,Very Well,Very Well,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Not Very Well,Strongly agree,Strongly agree
6/19/18 16:59,6/19/18 17:11,IP Address,67.134.206.40,100,720,TRUE,6/19/18 17:11,R_3HjhkO6OAGlwE6D,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,School Team,"Moderately
Satisfied",Neutral,"I like that our seats are mixed up each time and thank you for helping us find our seats. Logistically, maybe have ppl listed in alphabetically order so we can find our names and table letter (like a wedding seating chart :) )

Liked the equitable practices discussion and adaptive change explanations with Heifetz","We talked about our biggest challengesBRIEFLY which I think leads ppl into a ""complaint"" session and we didn't really do anything other than share what we didn't like . . . maybe next time we could share our biggest successes and that may lead to more positive framing at initial meetings",I did not watch the video,"Moderately
Satisfied","Moderately
Satisfied",Appreciated the opportunity to look at different scenarios and apply our knowledge to them.,"More time on scenarios. a lot of the poll questions were ""check all that apply"" and ppl caught on that it was all of them so it wasn't authentic discussions (too much time on the poll questions)","Completely
Satisfied","Completely
Satisfied","Really enjoy the individual time to work together - helpful to analyze the assessment, but because we are using the state assessment, I felt like a lot of the desired changes were outside my locus of control",Would have liked to reallocate time and less time on this morning piece and MORE time during our afternoon time together.,,,,,"Moderately
Satisfied",Neutral,Appreciated the reference to John Medina,"It was really hard to stay focused after lunch and we sat for a long time . . 

Maybe less time being talked ""at"" and more time doing the application/work and getting feedback at our table for the teaching fellow","Completely
Satisfied","Completely
Satisfied","A team member showed us how to use Google Charts :)
Dierdra showed us how to access some DE data","More time (not a longer day, but more time in this small group)",,,,,No,,,,,,,,,,,,,,,,
6/19/18 17:09,6/19/18 17:13,IP Address,67.134.206.37,100,206,TRUE,6/19/18 17:13,R_3egcjtNcvkdXde8,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,School Team,"Completely
Satisfied","Completely
Satisfied",,,I found the video to be somewhat helpful,"Completely
Satisfied","Completely
Satisfied",,,"Completely
Satisfied","Completely
Satisfied",,,,,,,"Completely
Satisfied","Completely
Satisfied",,,"Completely
Satisfied","Completely
Satisfied",,,,,,,Not Sure,,,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Strongly agree,Strongly agree
6/19/18 17:09,6/19/18 17:13,IP Address,67.134.206.47,100,278,TRUE,6/19/18 17:13,R_1OwuzpafLgvwEi7,,,,,42.38000488,-71.13289642,anonymous,EN,Teaching Fellow,School Team,"Completely
Satisfied","Completely
Satisfied",Clarification of the differences between adaptive and technical challenges allowed team members to determine which types of support and/or activities would be needed for implementation and launch of Data Wise.,,I found the video to be very helpful,"Completely
Satisfied","Completely
Satisfied",collaborative group work to discuss the task,,"Completely
Satisfied","Completely
Satisfied",Time to process the information and to apply it to the launch presentation,,,,,,"Completely
Satisfied","Completely
Satisfied","Once again, working with others to complete the activities--diverse perspectives",,"Completely
Satisfied","Completely
Satisfied",Time to process and work through the specifics toward the launch presentation.,,,,,,Not Sure,,,Very Well,Somewhat,Very Well,Somewhat,Very Well,Very Well,Very Well,Somewhat,Very Well,Very Well,Very Well,Very Well,Strongly agree,Strongly agree
6/19/18 16:56,6/19/18 17:16,IP Address,67.134.206.34,100,1196,TRUE,6/19/18 17:16,R_RPKmdAeW3lK4Zax,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,School Team,"Completely
Satisfied","Completely
Satisfied",Deciding if I was adaptive or technical,Putting a name to the adaptive and technical,I found the video to be very helpful,"Completely
Satisfied","Completely
Satisfied",Its comparison of the flashlight,Nothing,"Completely
Satisfied","Completely
Satisfied",Doing the activities in groups allowed to best gain knowledge of assessment literacy,,,,,,"Completely
Satisfied","Completely
Satisfied","Being able to tell our story using data better helped us to understand data
Using I notice
and I wonder",More Gallery walks,"Completely
Satisfied","Completely
Satisfied","Team collaboration
Team fellow support(effective interruption)",sticking to protocol,,,,,Not Sure,,Getting more understanding of chart building,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Strongly agree,Strongly agree
