StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,2,3,5,6_1,6_2,7,8,9_1,9_2,10,11,12_1,12_2,13,14,15_1,15_2,16,17,18_1,18_2,19,20,21,22_1,22_2,23,24,25_1,25_2,26,27,28_1,28_2,29,30,31_1,31_2,32,33,Q83,Q82
6/20/18 16:59,6/20/18 17:08,IP Address,67.134.206.44,100,533,TRUE,6/20/18 17:08,R_OkSTIgHt1iFkwed,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,School Team,Yes,Neutral,Neutral,Help was available,I was expecting to learn how to make different kinds of charts for different uses.,"Completely
Satisfied","Completely
Satisfied",,,"Completely
Satisfied","Completely
Satisfied",,,"Completely
Satisfied","Completely
Satisfied",,,,,,,Elementary Case,"Completely
Satisfied","Completely
Satisfied",The protocols for determining the LCP were helpful,I would have liked to see more data to practice triangulating in order to identify the LCP,,,,,"Completely
Satisfied","Completely
Satisfied",,,,,,,Strongly agree,Strongly agree
6/20/18 17:05,6/20/18 17:08,IP Address,67.134.206.44,100,185,TRUE,6/20/18 17:08,R_ZDyIw1DFIlIkF7b,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,School Team,No,,,,,"Moderately
Satisfied","Moderately
Satisfied",,,"Moderately
Satisfied","Moderately
Satisfied",,,"Moderately
Satisfied","Moderately
Satisfied",,,,,,,High School Case,,,,,"Moderately
Satisfied","Moderately
Satisfied",,,"Moderately
Satisfied","Moderately
Satisfied",,,,,,,Somewhat agree,Somewhat agree
6/20/18 17:00,6/20/18 17:09,IP Address,67.134.206.38,100,541,TRUE,6/20/18 17:09,R_1jGHYVaDIwbBqMz,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,School Team,No,,,,,"Completely
Satisfied","Completely
Satisfied",Looking at plus/deltas from yesterday and improving immediately.,N/A,"Completely
Satisfied","Completely
Satisfied",Having the opportunity to reflect on how implications that will improve our work when we return.,N/A,"Completely
Satisfied","Completely
Satisfied",We were able to make progress in planning the overview session for our staff,N/A,,,,,Elementary Case,"Completely
Satisfied","Completely
Satisfied",Good having the opportunity to use elementary school data - something we can relate to our own practice.,N/A,,,,,"Completely
Satisfied","Completely
Satisfied",Our TF helped us come to a consensus and take a hard look at our own perspectives - it was great!,N/A,,,,,Strongly agree,Strongly agree
6/20/18 17:05,6/20/18 17:09,IP Address,67.134.206.33,100,278,TRUE,6/20/18 17:09,R_1pnFSfEUlhg2X85,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,School Team,No,,,,,Neutral,"Moderately
Satisfied",,,"Completely
Satisfied","Moderately
Satisfied",Freedom to take risk in teams,Need feedback from presenters what key noticing's should be... we will be leading others. It would help if fellows provide feedback and remind of norms to model.,"Moderately
Satisfied","Moderately
Satisfied",,Not enough time,,,,,Elementary Case,"Moderately
Satisfied","Moderately
Satisfied",,,,,,,,,,,,,,,Somewhat agree,Somewhat agree
6/20/18 17:01,6/20/18 17:09,IP Address,67.134.206.42,100,517,TRUE,6/20/18 17:09,R_20MqAK4XKyqZSOx,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,System Team,Yes,"Completely
Satisfied",,The TF's checked in regularly with us and offered us a high level of support as we were thinking about the work.,No changes suggested.,"Completely
Satisfied",,"It was helpful to see the big picture while accessing additional tools to utilize in ""building"" a vision of the work.",No changes suggested.,"Completely
Satisfied",,It was a great experience to begin to put the puzzle pieces together.,"I am not certain what the TF's role was at the table. It appeared as though he was not engaged in helping us interact with the process. 

I would suggest that it is clear to the TFs about ""how"" they are to interact with the groups.",,,,,"Completely
Satisfied","Completely
Satisfied",This process assisted us in identifying areas of potential for developing the future work.,no changes suggested.,Elementary Case,"Completely
Satisfied",,I liked having actual student work to examine.,"The facilitator's appeared to be ""rushed"" in moving the process along, which caused a bit of anxiety at my table.",,,,,,,,,"Completely
Satisfied",,It was nice to have an overview of the work and still have an opportunity to think deeply about the work.,No changes.,Strongly agree,Strongly agree
6/20/18 17:01,6/20/18 17:10,IP Address,67.134.206.35,100,524,TRUE,6/20/18 17:10,R_27Vbv4UZUl1Evv9,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,System Team,No,,,,,"Moderately
Satisfied","Moderately
Satisfied",it is always important to point out the importance of listening without the need for feedback or without interuption,"Although you changed the protocol to encompass two minutes, one minute to talk would have been plenty of time","Moderately
Satisfied","Moderately
Satisfied",nominal technique is good for figuring out where the majority of interested/agreement lies.,,,,,,"Completely
Satisfied","Completely
Satisfied",It is important to acknowledge the forces working for you and against you when attempting to engage in something new. it allows you to have a clearer path towards next steps of engagement (exposing potential blind spots),nothing,High School Case,,,,,"Moderately
Satisfied",Neutral,understanding around the importance of crafting a learner-centered problem,High school time to read and engage in the activity was too rushed. The facilitators took too much time talking and did not account for enough time to do the activity,,,,,"Completely
Satisfied","Completely
Satisfied",I appreciated how they came full circle in explaining their process,,Strongly agree,Somewhat agree
6/20/18 17:00,6/20/18 17:10,IP Address,67.134.206.38,100,621,TRUE,6/20/18 17:10,R_3hgyZHCgMRxfNVk,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,System Team,Yes,Neutral,Neutral,We ended up having discussions about our planning and completing work from earlier in the day that we did not have an opportunity to complete during class time.,,"Moderately
Satisfied","Moderately
Satisfied","I appreciated the acknowledgement of feedback from the prior day's session.

",There was not a clear connection between the Listening Dyad protocol and the Data Wise Process. It felt like a stand-alone piece.,"Moderately
Satisfied","Moderately
Satisfied",Going through the exercise together was helpful to understand how to begin crafting a priority question.,It would be helpful to provide some non-examples of priority questions to clarify the qualities of one that will truly drive the process. It would also be helpful to conduct this in the format of an actual meeting. The process feels disjointed.,,,,,"Moderately
Satisfied","Moderately
Satisfied",It was good to revisit the norms and talk about how our team interacts with them.,,Elementary Case,"Completely
Satisfied","Moderately
Satisfied",Providing multiple examples of actual student work helped to make the discussion feel more authentic.,"Looking at all of the student work samples at once was overwhelming. It would have been helpful to prompt teams to look and one set of work samples, discuss and then move to the second sample.",,,,,,,,,"Moderately
Satisfied","Completely
Satisfied",It was helpful to hear how PGCPS went through the process.,We need more work time overall to plan how our team will deliver this content to our schools. We had anticipated walking away with a good portion of our plan in place. That is not happening due to the requirement of following the pre-determined rolling agenda.,Somewhat agree,Somewhat agree
6/20/18 16:58,6/20/18 17:11,IP Address,67.134.206.34,100,789,TRUE,6/20/18 17:11,R_3j1h9ip5LHThtJp,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,School Team,Yes,"Moderately
Satisfied","Moderately
Satisfied",I was able to complete the chart,Having knowledge of creating legends,"Completely
Satisfied","Completely
Satisfied",The active listening activity,More opp0rtunities to share,"Completely
Satisfied","Completely
Satisfied","Having multiple data sources 
Opportunty to review others",Not following Lunch,"Completely
Satisfied","Completely
Satisfied",Sharing out as a team,,,,,,Elementary Case,"Completely
Satisfied","Completely
Satisfied",Reviewing the data,Background knowledge of the data,,,,,"Completely
Satisfied","Moderately
Satisfied",Objectives met but felt much more needed,Our approach to questions asked,,,,,Somewhat agree,Strongly agree
6/20/18 16:45,6/20/18 17:11,IP Address,67.134.206.34,100,1564,TRUE,6/20/18 17:11,R_3nozND1DXn2Me37,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,School Team,No,,,,,"Completely
Satisfied","Completely
Satisfied",i found this to be one of the best parts of today's session because it was an exercise that made people feel valuable.,nothing,"Completely
Satisfied","Completely
Satisfied",it provided a concrete understanding of what data overview should look like,nothing,"Moderately
Satisfied","Moderately
Satisfied","we accomplished all of the objectives of the meeting thanks to the collaborative work and all hands on deck.
",nothing,,,,,Elementary Case,"Completely
Satisfied","Completely
Satisfied","Seeing how students process their work, but also being able to identify how we as teachers determine our focus area based on student work",n/a,,,,,"Completely
Satisfied","Completely
Satisfied",,,,,,,Somewhat agree,Somewhat agree
6/20/18 16:53,6/20/18 17:12,IP Address,67.134.206.45,100,1115,TRUE,6/20/18 17:12,R_1rl8CKeMbDLYRdE,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,School Team,Yes,"Completely
Satisfied","Completely
Satisfied",David was extremely helpful and helped us to create graphs using Excel.,N/A,"Completely
Satisfied","Completely
Satisfied",Everything,Nothing,"Moderately
Satisfied","Moderately
Satisfied",Very engaging and interesting,N/A,"Completely
Satisfied","Moderately
Satisfied","Staying on time, each team member participating and working collaboratively.",Clearer focus,,,,,High School Case,,,,,Neutral,Neutral,Excellent handouts,Not as engaging and since it was after lunch more engagement was needed. This was echoed by several team mates during session.,Neutral,Neutral,Work in progress,Completed steps to lead to priority question,,,,,Strongly agree,Strongly agree
6/20/18 17:02,6/20/18 17:12,IP Address,67.134.206.47,100,557,TRUE,6/20/18 17:12,R_2Wx02hmgPVafFax,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,School Team,No,,,,,"Completely
Satisfied","Completely
Satisfied","Having to choose a particular norm to focus on today, required me to make sure I was fully present. I enjoyed participating in the Dyad Protocol and I mentioned using it at our school during our Green Team meeting.",,"Completely
Satisfied","Completely
Satisfied","Being able to work with a ""real-life"" scenario really help guide my thought process for our school and the direction we need to move into.",,"Completely
Satisfied","Completely
Satisfied",,,,,,,Elementary Case,"Completely
Satisfied","Completely
Satisfied",Viewing actual multiple pieces of student work was very beneficial to our discussion!,,,,,,"Completely
Satisfied","Completely
Satisfied",,,,,,,Strongly agree,Strongly agree
6/20/18 17:00,6/20/18 17:12,IP Address,67.134.206.2,100,731,TRUE,6/20/18 17:12,R_3FUkUXvWHsj3WvL,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,System Team,Yes,Neutral,Neutral,We attended... answered our questions and concerns quickly by ourselves about charts and then switched gears to a conversation that felt more needed than the original topic of data displays.,n/a,"Moderately
Satisfied","Completely
Satisfied",nice to have a few minutes to dump out what was on my mind- it helped me focus more this morning.,"It's not really the session itself- but more of an overall thought for changing... It's day 3 and we haven't had time to really dig in and ""do"" the work to prepare us for next steps like we had hoped. So when I reflect on pieces of the day, I'm wondering if there could've been cuts to pieces of the day that would have provided us with time to work together in our team.","Moderately
Satisfied","Moderately
Satisfied",Appreciated the introduction of the protocol to capture multiple views.,"Is it really expected that a school team would move through this so quickly? I don't recall if this was mentioned... I felt rushed... did the facilitators share that this was just a shortened look at the protocol, or is this how they suggest we do it exactly like this?",,,,,"Completely
Satisfied","Completely
Satisfied",good to forecast and reflect on this topic,no,Elementary Case,"Completely
Satisfied","Completely
Satisfied",I really appreciated this session- I found it highly valuable to put myself in the role of a school and feel what they might feel. Powerful experiential learning.,nothing,,,,,,,,,Neutral,Neutral,Linking the work back to the homework the other night- I'd have been upset if that time late that evening was never put to use.,Their application is so different than how we'll approach the work in our system that it was tough to make comparisons that felt valuable. It's Wednesday and Friday is breathing down our neck. I'm starting to feel pressured that we should be further along in our specific planning.,Somewhat agree,Somewhat agree
6/20/18 17:06,6/20/18 17:24,IP Address,67.134.206.40,100,1052,TRUE,6/20/18 17:24,R_2UYfZp5pOnWMuli,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,School Team,No,,,,,Neutral,Neutral,I liked that you showed us the difference between the types of feedback.,"You briefly mentioned that feedback can be difficult to interpret, but I am still wondering how some people felt that the equity conversations felt forced. Also, there were points throughout the day that incorporating feedback felt disingenuous.",,,"I liked learning the ""hot dots"" protocol","Our time when we get to work together feels rushed - whereas, I believe you spent a lot of time talking at us","Moderately
Satisfied","Completely
Satisfied",really enjoy the group dynamics and the fact that ourTeaching Fellow challenges some of our thinking,I would like more Green Team time in general - need time to prepare how we are going to do an assessment overview with staff,,,,,High School Case,,,,,Neutral,"Completely
Dissatisfied",,"This is where I felt like feedback integration was disingenuous - we stood up and did circular movements with our arms to incorporate movement - instead make the session more engaging


Instructions on how to look at student work was unclear (and lengthy)

We could read the student work samples for homework to be able to analyze all of them

Check time allotment in agenda - we spent a lot of time at the beginning of the session, but ran out of time looking at student work and discussing the focus (main objective)","Completely
Satisfied","Completely
Satisfied",,"Overall - would love to look at equity data and analyze it. For example, I have a lot of school discipline data that we need to analyze and would like to see what Data Wise looks like when looking beyond traditional assessment data.",,,,,Strongly agree,Somewhat agree
6/20/18 17:27,6/20/18 17:29,IP Address,67.134.204.47,100,103,TRUE,6/20/18 17:29,R_2SBwLp9CPBBqhtU,,,,,42.38000488,-71.13289642,anonymous,EN,Teaching Fellow,School Team,No,,,,,"Completely
Satisfied","Completely
Satisfied",,,"Completely
Satisfied","Completely
Satisfied",,,"Completely
Satisfied","Completely
Satisfied",,,,,,,Elementary Case,"Completely
Satisfied","Completely
Satisfied",,,,,,,"Completely
Satisfied","Completely
Satisfied",,,,,,,Strongly agree,Somewhat agree
6/20/18 17:28,6/20/18 17:35,IP Address,65.112.8.139,100,441,TRUE,6/20/18 17:35,R_2qq0Ev7rL7tLK0S,,,,,42.38000488,-71.13289642,anonymous,EN,Teaching Fellow,School Team,No,,,,,"Moderately
Satisfied","Moderately
Satisfied",It was helpful for each Practitioner at the table to write their names on the norms table tent,I wonder if the dyad time could have used more time?,"Moderately
Satisfied","Moderately
Satisfied",The continued practice of noticings and wonderings is very helpful.,One part was a bit confusing - the part where we had to do the noticing and wonderings based on the slides we saw and then we were given binca data. My table got distracted and mainly discussed the data they saw from the three data visuals.,"Moderately
Satisfied","Moderately
Satisfied",Helpful to use real data.,-,,,,,Elementary Case,"Moderately
Satisfied","Moderately
Satisfied",Working with table teams. Feedback on the problem statements,More time?,,,,,"Moderately
Satisfied","Moderately
Satisfied",Teams very intentional about their work.,there were some asks to refer to slides. Maybe just ask them to pull out the handouts that are most important (narrow it for them),,,,,Somewhat agree,Somewhat agree
6/20/18 16:48,6/20/18 18:37,IP Address,67.134.206.36,100,6533,TRUE,6/20/18 18:37,R_pH3LXUVf1HEuTaF,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,School Team,No,,,,,"Moderately
Satisfied","Moderately
Satisfied",,,"Moderately
Satisfied","Moderately
Satisfied",,,"Moderately
Satisfied","Moderately
Satisfied",,,,,,,Elementary Case,"Moderately
Satisfied","Moderately
Satisfied",,,,,,,"Completely
Satisfied","Completely
Satisfied",,"This feedback is not meant for this box but I wanted to clarify my feedback for the following question and didn't have a space to write in. When asked ""Today's sessions helped me articulate how and why equity is central to the work of school improvement."" I am putting somewhat disagree NOT because I don't believe equity is central to our work but because today's session did not help me articulate how and why it's important. I have learned the importance through my experiences working with my students of color, through critical conversations with colleagues, and through reading books by Ladson-Billings, Delpit, Tatum, etc.

I think in these sessions the Harvard staff could push people further to understand how central equity is to this work. Regardless of your race or what children you serve we all need to understand that the current climate of this country, the power structures in place, and the impact that systems and policies (Ex. Redlining) have had on the education system as a whole.",,,,,Somewhat disagree,Somewhat agree
6/20/18 16:49,6/20/18 21:40,IP Address,50.225.43.2,100,17458,TRUE,6/20/18 21:40,R_zd0xV1NieuJE97X,,,,,42.37510681,-71.10559845,anonymous,EN,Practitioner,School Team,Yes,"Completely
Satisfied","Completely
Satisfied",Creating a chart with assistance,Maybe embed this into regular day session,"Completely
Satisfied","Completely
Satisfied",Listening session was beneficial and should help us as we head back to our schools. Most of the time people just need someone to listen.,,"Completely
Satisfied","Completely
Satisfied",The group activity worked well and moving around was great especially after lunch.,,"Completely
Satisfied","Completely
Satisfied",Having this session was helpful and will assist us in being able to present the information to our staff once we return.,,,,,,High School Case,,,,,"Completely
Satisfied","Completely
Satisfied",Reviewing the case was good experience. Being able to discuss notices and wondering with my group worked well.,,"Completely
Satisfied","Completely
Satisfied",This activity allowed us to brainstorm what forces will be supporting as well as potential barriers. Seeing this allows us to plan ahead.,,,,,,Somewhat agree,Somewhat agree
6/20/18 21:50,6/20/18 21:56,IP Address,50.200.61.230,100,341,TRUE,6/20/18 21:56,R_2VjW3UMRn9JFpyZ,,,,,42.35839844,-71.05979919,anonymous,EN,Teaching Fellow,School Team,Yes,"Completely
Satisfied","Completely
Satisfied",,,"Completely
Satisfied","Completely
Satisfied",Looking at data about how Practitioners felt that norms were followed.,Data about how each person self-reflected could have been more valid?,"Completely
Satisfied","Completely
Satisfied","Practicing noticing and wondering with data was very helpful. The team has internalized this process by now and is very comfortable with it, and it is able to be utilized quickly and efficiently to get to the heart of a discussion.",,"Completely
Satisfied","Completely
Satisfied",,,,,,,Elementary Case,"Completely
Satisfied","Completely
Satisfied",Student work samples were very valuable and were able to be analyzed in a quick and consistent manner.,,,,,,"Completely
Satisfied","Completely
Satisfied",,,,,,,Somewhat agree,Strongly agree
6/20/18 21:57,6/20/18 21:59,IP Address,50.234.189.22,100,86,TRUE,6/20/18 21:59,R_1OiWuyicOoHTkZo,,,,,42.38000488,-71.13289642,anonymous,EN,Teaching Fellow,School Team,No,,,,,"Moderately
Satisfied","Moderately
Satisfied",,,"Moderately
Satisfied","Moderately
Satisfied",,,"Moderately
Satisfied","Moderately
Satisfied",,,,,,,Elementary Case,"Moderately
Satisfied","Moderately
Satisfied",,,,,,,"Moderately
Satisfied","Moderately
Satisfied",,,,,,,Somewhat agree,Somewhat agree
6/20/18 17:00,6/20/18 22:50,IP Address,50.225.43.2,100,20980,TRUE,6/20/18 22:50,R_2DZiz04T4ZzThPQ,,,,,42.37510681,-71.10559845,anonymous,EN,Practitioner,School Team,No,,,,,"Completely
Satisfied","Completely
Satisfied",Deirdra leading the listening dyad protocol was an excellent addition!,,"Completely
Satisfied","Completely
Satisfied","The process, protocol, and structure of the session was incredible and provided good systematic work.",,Neutral,Neutral,,I felt the session was rushed and inactive.,,,,,Elementary Case,"Moderately
Satisfied","Moderately
Satisfied",,,,,,,"Completely
Satisfied","Completely
Satisfied","Dia is highly supportive and knowledgeable! 

Kathy came to visit too and gave some great probing thoughts and answers many Data Wise questions!",,,,,,Strongly agree,Strongly agree
6/21/18 15:18,6/21/18 15:19,IP Address,67.134.206.45,100,70,TRUE,6/21/18 15:19,R_OkFrSKXWyJcs5PP,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,School Team,No,,,,,"Completely
Satisfied","Completely
Satisfied",,,"Completely
Satisfied","Completely
Satisfied",,,"Completely
Satisfied","Completely
Satisfied",,,,,,,Elementary Case,"Completely
Satisfied","Completely
Satisfied",,,,,,,"Completely
Satisfied","Completely
Satisfied",,,,,,,Strongly agree,Strongly agree
6/20/18 16:44,6/20/18 17:00,IP Address,67.134.206.47,11,933,FALSE,6/27/18 17:38,R_1Qz3LZ4TqgASfQF,,,,,,,anonymous,EN,Practitioner,School Team,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/21/18 7:49,6/21/18 7:51,IP Address,67.134.206.35,11,74,FALSE,6/28/18 7:51,R_1QF57q8Ci0zqBN2,,,,,,,anonymous,EN,Practitioner,School Team,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/20/18 16:50,6/21/18 9:14,IP Address,67.134.206.42,77,59040,FALSE,6/28/18 9:14,R_pAXWWESwEyaGQXT,,,,,,,anonymous,EN,Practitioner,School Team,No,,,,,"Completely
Satisfied","Completely
Satisfied","The Listening Dyad was great. It gave me an opportunity to ""dump"" my mind to avoid random thinking to keep me off task during the session.",N/A,"Completely
Satisfied","Completely
Satisfied","Forming the questions and discussing them with my group. It was a little anxious about this part of the process, but with practice I feel more comfortable.",N/A,"Completely
Satisfied","Completely
Satisfied",Time to discuss these things with my Green Team.,n/A,,,,,High School Case,,,,,"Completely
Satisfied","Completely
Satisfied",I was pleased to finally work with high school data that would help me in the implementation process at my school.,N/A,,,,,,,,,,
6/20/18 17:05,6/21/18 9:55,IP Address,67.134.206.21,77,60584,FALSE,6/28/18 9:56,R_1oBTbDYtnabNw8v,,,,,,,anonymous,EN,Practitioner,School Team,No,,,,,"Moderately
Dissatisfied","Moderately
Satisfied",,wasting time - we need to work,"Moderately
Satisfied",Neutral,being clear about steps in data cycle,why did we completely not mention how they get from data overview to priority data,"Moderately
Satisfied","Moderately
Dissatisfied",,,,,,,High School Case,,,,,"Completely
Satisfied","Completely
Dissatisfied",first part,no one would every do LASW like that,,,,,,,,,,
